"site" "diam" "f1" "flatness" "elongation"
"427" "Wreck" 3.73971 0.75983586278839 0.801475 0.167539
"428" "Wreck" 3.73866 0.755933265649457 0.77762 0.215951
"429" "Wreck" 3.73778 0.928292651103124 0.298491 0.331722
"430" "Wreck" 3.72424 0.960349415635097 0.201452 0.200357
"431" "Wreck" 3.72011 0.866745101016687 0.449578 0.124671
"432" "Wreck" 3.71746 0.715826765859181 0.824564 0.23345
"433" "Wreck" 3.71621 0.955946934258375 0.159802 0.222508
"434" "Wreck" 3.71601 0.746984534054485 0.817239 0.123033
"435" "Wreck" 3.71496 0.69605418563975 0.832547 0.218032
"436" "Wreck" 3.71174 0.794411743795536 0.781917 0.215706
"437" "Wreck" 3.70316 0.846691791583518 0.445327 0.156297
"438" "Wreck" 3.69887 0.784081037771232 0.791291 0.195653
"439" "Wreck" 3.69744 0.727801266819557 0.806857 0.2371
"440" "Wreck" 3.69131 0.748127116938261 0.82052 0.137451
"441" "Wreck" 3.69028 0.754241333445406 0.819594 0.195493
"442" "Wreck" 3.69026 0.738730964746944 0.80566 0.236595
"443" "Wreck" 3.68873 0.817521851220446 0.752006 0.171277
"444" "Wreck" 3.68803 0.956060519552058 0.139669 0.177323
"445" "Wreck" 3.68384 0.931080938324416 0.265384 0.382252
"446" "Wreck" 3.67984 0.839417847341343 0.272137 0.147966
"447" "Wreck" 3.67776 0.747113777707724 0.803712 0.183862
"448" "Wreck" 3.67718 0.929647501732667 0.342778 0.322735
"449" "Wreck" 3.67562 0.687026463814104 0.837886 0.160229
"450" "Wreck" 3.67451 0.870704957351194 0.334092 0.128815
"451" "Wreck" 3.67032 0.878071764225624 0.455645 0.136895
"452" "Wreck" 3.66935 0.695128646155251 0.479738 0.09836
"453" "Wreck" 3.66811 0.760723573148169 0.814947 0.13193
"454" "Wreck" 3.65555 0.29096950341145 0.467357 0.060983
"455" "Wreck" 3.65195 0.902315424767561 0.433759 0.0365839999999999
"456" "Wreck" 3.6472 0.900126836807589 0.258204 0.312703
"457" "Wreck" 3.64153 0.942855137848961 0.189809 0.099153
"458" "Wreck" 3.64103 0.968448626714891 0.122975 0.112718
"459" "Wreck" 3.63886 0.665632043126312 0.854978 0.135291
"460" "Wreck" 3.63646 0.77204541428225 0.348416 0.248919
"461" "Wreck" 3.63316 0.964198669768521 0.152749 0.177109
"462" "Wreck" 3.63207 0.900714504962469 0.429975 0.111986
"463" "Wreck" 3.63 0.93315824779772 0.272064 0.296238
"464" "Wreck" 3.62902 0.886742286543938 0.347388 0.36295
"465" "Wreck" 3.62548 0.902007033733952 0.334967 0.228978
"466" "Wreck" 3.62147 0.966646152504884 0.12533 0.104476
"467" "Wreck" 3.62116 0.961872008648457 0.19288 0.121371
"468" "Wreck" 3.62043 0.572515747834743 0.299847 0.208751
"469" "Wreck" 3.61591 0.952324807902157 0.229699 0.155956
"470" "Wreck" 3.61562 0.963952255547545 0.240963 0.098428
"471" "Wreck" 3.61538 0.930863080268833 0.330243 0.235035
"472" "Wreck" 3.6151 0.953033820477654 0.231167 0.156167
"473" "Wreck" 3.61349 0.931577742124368 0.237219 0.214053
"474" "Wreck" 3.61223 0.953090090457134 0.17984 0.154117
"475" "Wreck" 3.60721 0.898261972560279 0.526926 0.099197
"476" "Wreck" 3.60631 0.888094563944119 0.310475 0.177528
"477" "Wreck" 3.5911 0.846831432057058 0.27442 0.147332
"478" "Wreck" 3.58844 0.967999330609334 0.105482 0.151862
"479" "Wreck" 3.58702 0.901534048278706 0.243484 0.137678
"480" "Wreck" 3.58653 0.83040325786571 0.561961 0.100746
"481" "Wreck" 3.58651 0.940192678385771 0.189392 0.139945
"482" "Wreck" 3.58578 0.813336132660378 0.442205 0.130533
"483" "Wreck" 3.58019 0.884484854226512 0.545045 0.106281
"484" "Wreck" 3.57842 0.951940700662944 0.230613 0.0931689999999999
"485" "Wreck" 3.57718 0.94005142409954 0.284006 0.116795
"486" "Wreck" 3.57643 0.896642843033382 0.521403 0.067832
"487" "Wreck" 3.57638 0.925121236408988 0.350864 0.208824
"488" "Wreck" 3.57594 0.908786779281301 0.103149 0.165522
"489" "Wreck" 3.57572 0.956274694245099 0.17506 0.17096
"490" "Wreck" 3.57555 0.940529452663646 0.381045 0.143435
"491" "Wreck" 3.57466 0.936003043737087 0.357517 0.19314
"492" "Wreck" 3.57328 0.879724921353769 0.075694 0.150276
"493" "Wreck" 3.56946 0.8856808799075 0.351846 0.240603
"494" "Wreck" 3.56501 0.963768687806627 0.124021 0.158443
"495" "Wreck" 3.56003 0.88675623199284 0.517111 0.120388
"496" "Wreck" 3.55982 0.867909728543415 0.514885 0.1004
"497" "Wreck" 3.55967 0.966000983254261 0.153569 0.058216
"498" "Wreck" 3.55291 0.880758201165878 0.5829 0.10134
"499" "Wreck" 3.5523 0.962553522471879 0.178757 0.151736
"500" "Wreck" 3.55203 0.825136997007035 0.481189 0.163508
"501" "Wreck" 3.54742 0.968889453476488 0.158989 0.090477
"502" "Wreck" 3.54571 0.917265218263368 0.380741 0.253906
"503" "Wreck" 3.54515 0.941988821748733 0.152745 0.043754
"504" "Wreck" 3.54308 0.976323238057339 0.059785 0.150318
"505" "Wreck" 3.54222 0.949252070439087 0.228179 0.135176
"506" "Wreck" 3.54158 0.796879789853367 0.475102 0.100684
"507" "Wreck" 3.53841 0.960203308086421 0.157597 0.10389
"508" "Wreck" 3.53819 0.956362153861178 0.172888 0.083105
"509" "Wreck" 3.53704 0.918363091726062 0.309098 0.229526
"510" "Wreck" 3.53665 0.934314255352677 0.371081 0.21988
"511" "Wreck" 3.53334 0.913232488608157 0.213804 0.121691
"512" "Wreck" 3.53283 0.628567918863215 0.306082 0.311183
"513" "Wreck" 3.53073 0.898443223590708 0.332489 0.142991
"514" "Wreck" 3.52601 0.953103077252512 0.252333 0.118583
"515" "Wreck" 3.52367 0.822528641768511 0.557594 0.122571
"516" "Wreck" 3.52335 0.913624980959342 0.323194 0.090647
"517" "Wreck" 3.52249 0.936852934930453 0.244721 0.099342
"518" "Wreck" 3.52163 0.96581624281615 0.198445 0.106732
"519" "Wreck" 3.52084 0.915414739525189 0.358109 0.278959
"520" "Wreck" 3.52051 0.960637398405874 0.164617 0.118909
"521" "Wreck" 3.52028 0.965654119060024 0.140829 0.091913
"522" "Wreck" 3.51936 0.618184417627215 0.573973 0.055405
"523" "Wreck" 3.51846 0.973967967246261 0.113757 0.058578
"524" "Wreck" 3.51515 0.733255286535325 0.373399 0.138595
"525" "Wreck" 3.51105 0.881726573364367 0.5894 0.075897
"526" "Wreck" 3.51095 0.870704957351194 0.461243 0.19247
"527" "Wreck" 3.51032 0.968848526686657 0.165058 0.050581
"528" "Wreck" 3.50882 0.959261851901483 0.077784 0.13287
"529" "Wreck" 3.50863 0.959460520368273 0.074963 0.052293
"530" "Wreck" 3.50596 0.523724612487823 0.598247 0.030326
"531" "Wreck" 3.50594 0.969312667566307 0.026637 0.182039
"532" "Wreck" 3.50274 0.967926775779472 0.074389 0.10842
"533" "Wreck" 3.50178 0.893648269171175 0.590323 0.141013
"534" "Wreck" 3.49899 0.948521588904135 0.266979 0.101988
"535" "Wreck" 3.49699 0.932508862635487 0.063659 0.122958
"536" "Wreck" 3.49595 0.944940712381741 0.35451 0.155213
"537" "Wreck" 3.4946 0.950855632070609 0.167737 0.103702
"538" "Wreck" 3.49329 0.967922241644286 0.114144 0.126132
"539" "Wreck" 3.49148 0.929571184073087 0.044088 0.099947
"540" "Wreck" 3.49032 0.746765806574297 0.335891 0.217912
"541" "Wreck" 3.48673 0.944852131110173 0.334458 0.153593
"542" "Wreck" 3.48575 0.865773284025061 0.546591 0.121824
"543" "Wreck" 3.48459 0.961094271344509 0.221563 0.013226
"544" "Wreck" 3.48446 0.954661007079614 0.143495 0.077839
"545" "Wreck" 3.48104 0.673956363129067 0.159477 0.202748
"546" "Wreck" 3.48092 0.938229151780372 0.319509 0.125932
"547" "Wreck" 3.47969 0.961560687218015 0.189831 0.126434
"548" "Wreck" 3.47144 0.946738799971098 0.184899 0.021393
"549" "Wreck" 3.4697 0.935990743471715 0.304901 0.245479
"550" "Wreck" 3.46754 0.953155029743271 0.333651 0.041404
"551" "Wreck" 3.46734 0.957238071902585 0.145695 0.0747679999999999
"552" "Wreck" 3.46535 0.951285770622801 0.206348 0.072507
"553" "Wreck" 3.46369 0.93295516921793 0.189455 0.153407
"554" "Wreck" 3.46325 0.554452880098481 0.550234 0.099014
"555" "Wreck" 3.46303 0.955968774440014 0.025398 0.138975
"556" "Wreck" 3.46256 0.930899379325047 0.13112 0.183002
"557" "Wreck" 3.46223 0.950503353517194 0.245602 0.095769
"558" "Wreck" 3.46034 0.919041564438408 0.296146 0.20636
"559" "Wreck" 3.45727 0.893851735719086 0.280894 0.154297
"560" "Wreck" 3.4547 0.979596863250445 0.135145 0.048108
"561" "Wreck" 3.45325 0.947758736489777 0.103489 0.06864
"562" "Wreck" 3.45001 0.890415115242576 0.169054 0.174653
"563" "Wreck" 3.44537 0.957167909875708 0.255961 0.049228
"564" "Wreck" 3.44509 0.941692229052986 0.228067 0.015748
"565" "Wreck" 3.43927 0.877419185380869 0.54754 0.14246
"566" "Wreck" 3.43751 0.975185199160164 0.131619 0.076478
"567" "Wreck" 3.43565 0.969390089251645 0.086449 0.126546
"568" "Wreck" 3.43231 0.965438080997946 0.115553 0.078746
"569" "Wreck" 3.43133 0.874753053799404 0.561949 0.146904
"570" "Wreck" 3.42969 0.957488149571643 0.246058 0.163259
"571" "Wreck" 3.42745 0.944245387023772 0.23648 0.080113
"572" "Wreck" 3.42157 0.97102482001748 0.121636 0.086954
"573" "Wreck" 3.42148 0.891819754473687 0.560421 0.162054
"574" "Wreck" 3.414 0.846524920787527 0.596635 0.158352
"575" "Wreck" 3.41242 0.929571184073087 0.09971 0.145685
"576" "Wreck" 3.41232 0.951079231281711 0.143078 0.113878
"577" "Wreck" 3.40848 0.972258607580887 0.0552 0.079448
"578" "Wreck" 3.40762 0.955475551392986 0.304201 0.080373
"579" "Wreck" 3.40519 0.863745962820317 0.608101 0.132945
"580" "Wreck" 3.40186 0.839675256255868 0.468157 0.182033
"581" "Wreck" 3.40166 0.946912805924834 0.23687 0.142258
"582" "Wreck" 3.39888 0.883162750975928 0.187897 0.20779
"583" "Wreck" 3.39797 0.974578327224114 0.057621 0.149457
"584" "Wreck" 3.39125 0.964503588760565 0.15356 0.116613
"585" "Wreck" 3.38896 0.820364143658538 0.610363 0.120609
"586" "Wreck" 3.38291 0.86158567568788 0.585044 0.160776
"587" "Wreck" 3.37919 0.878953192418288 0.527174 0.12573
"588" "Wreck" 3.37799 0.966709385424155 0.166471 0.033829
"589" "Wreck" 3.3778 0.792971793828847 0.0979680000000001 0.068147
"590" "Wreck" 3.37631 0.868089570630547 0.201185 0.197905
"591" "Wreck" 3.37112 0.880566957680524 0.593511 0.161717
"592" "Wreck" 3.3708 0.896779840199685 0.103829 0.154577
"593" "Wreck" 3.36536 0.93771751342007 0.343936 0.0880570000000001
"594" "Wreck" 3.36034 0.952891026047513 0.288573 0.024589
"595" "Wreck" 3.35765 0.977138566676422 0.057102 0.148372
"596" "Wreck" 3.34464 0.948436262576293 0.364267 0.078797
"597" "Wreck" 3.3444 0.940596018790924 0.177525 0.185796
"598" "Wreck" 3.3411 0.962415320951571 0.150847 0.056404
"599" "Wreck" 3.34059 0.972024331162198 0.143263 0.148215
"600" "Wreck" 3.33259 0.814211851173748 0.661198 0.090437
"601" "Wreck" 3.31975 0.972663247869432 0.101192 0.138567
"602" "Wreck" 3.31573 0.963160530225134 0.0534790000000001 0.138732
"603" "Wreck" 3.30135 0.959513519476417 0.145983 0.114612
"604" "Wreck" 3.29745 0.864840303496323 0.621188 0.147502
"605" "Wreck" 3.2791 0.953575291167328 0.030704 0.131652
"606" "Wreck" 3.27864 0.955327297341906 0.220075 0.0832889999999999
"607" "Wreck" 3.26367 0.964517047732674 0.106645 0.166011
"608" "Wreck" 3.18495 0.971739752490786 0.136838 0.149823
"609" "Wreck" 3.17775 0.873604031391387 0.620708 0.025755
"610" "Wreck" 3.16752 0.95997321328118 0.168262 0.216885
"611" "Wreck" 3.13007 0.975189836131438 0.173286 0.105261
"612" "Wreck" 3.06716 0.869959995809368 0.640845 0.161867
"613" "Wreck" 2.6663 0.688593216033573 0.348575 0.726013
