"site" "diam" "f1" "flatness" "elongation"
"52" "Beach" 3.75631 0.759627569937174 0.796027 0.167338
"53" "Beach" 3.7538 0.845320316101809 0.741548 0.132247
"54" "Beach" 3.75319 0.888402922821285 0.23666 0.141528
"55" "Beach" 3.73654 0.794833209033793 0.780373 0.200917
"56" "Beach" 3.731 0.7722295524792 0.803677 0.23907
"57" "Beach" 3.73066 0.81520685696197 0.778932 0.184165
"58" "Beach" 3.73013 0.821276633592559 0.756718 0.205851
"59" "Beach" 3.72932 0.816733467987048 0.755156 0.258117
"60" "Beach" 3.7264 0.899223855157053 0.53458 0.0283409999999999
"61" "Beach" 3.72468 0.893944591187462 0.475617 0.073592
"62" "Beach" 3.72005 0.831910481132599 0.752238 0.207891
"63" "Beach" 3.71924 0.807276321248223 0.77272 0.210598
"64" "Beach" 3.71753 0.755592242781678 0.799713 0.178683
"65" "Beach" 3.71686 0.763152020497187 0.811326 0.196627
"66" "Beach" 3.71225 0.754707308903873 0.780599 0.170525
"67" "Beach" 3.70898 0.817737758469221 0.457293 0.11935
"68" "Beach" 3.70045 0.799187160507989 0.784483 0.128231
"69" "Beach" 3.68534 0.904960699880717 0.431706 0.088022
"70" "Beach" 3.68344 0.89981339804986 0.294323 0.113366
"71" "Beach" 3.6767 0.880041679760954 0.204296 0.166192
"72" "Beach" 3.67397 0.805914550428361 0.78339 0.15933
"73" "Beach" 3.67343 0.701035809546835 0.85084 0.175691
"74" "Beach" 3.66848 0.700404460276095 0.831622 0.128367
"75" "Beach" 3.66415 0.804471125678304 0.790751 0.143824
"76" "Beach" 3.66289 0.756103950328373 0.8022 0.214028
"77" "Beach" 3.65972 0.795945276122521 0.786908 0.197114
"78" "Beach" 3.64648 0.760701562553398 0.808951 0.136813
"79" "Beach" 3.64382 0.890288070376252 0.516325 0.113813
"80" "Beach" 3.63915 0.890277485758567 0.505538 0.096082
"81" "Beach" 3.63773 0.887779528793102 0.391718 0.087637
"82" "Beach" 3.63653 0.73821548201463 0.793076 0.135361
"83" "Beach" 3.63355 0.74463446033253 0.796576 0.124121
"84" "Beach" 3.62807 0.882392252779684 0.42791 0.051461
"85" "Beach" 3.62336 0.775940208971884 0.793429 0.180854
"86" "Beach" 3.62219 0.784988846663331 0.802692 0.183282
"87" "Beach" 3.62051 0.880642074191655 0.486825 0.125535
"88" "Beach" 3.61919 0.898153274582039 0.540901 0.085302
"89" "Beach" 3.61916 0.795965447062112 0.789243 0.195383
"90" "Beach" 3.61887 0.88002804870096 0.504192 0.152226
"91" "Beach" 3.61884 0.903851062532876 0.517717 0.093376
"92" "Beach" 3.61827 0.82104407457028 0.754453 0.095965
"93" "Beach" 3.6151 0.886028462012739 0.45445 0.115863
"94" "Beach" 3.61157 0.715784588124083 0.763493 0.268631
"95" "Beach" 3.60866 0.85504134000367 0.45242 0.160858
"96" "Beach" 3.60514 0.890863736055693 0.270565 0.172385
"97" "Beach" 3.60307 0.854282833300172 0.519454 0.136603
"98" "Beach" 3.60293 0.885101328659882 0.281421 0.15183
"99" "Beach" 3.59725 0.891390936169643 0.495707 0.102157
"100" "Beach" 3.59337 0.895473715827843 0.463481 0.044261
"101" "Beach" 3.59295 0.894670574500839 0.47094 0.145374
"102" "Beach" 3.59254 0.755258143107152 0.756838 0.185777
"103" "Beach" 3.58678 0.898055480132757 0.541791 0.111533
"104" "Beach" 3.58614 0.906007494071981 0.343614 0.131008
"105" "Beach" 3.58179 0.890199876762518 0.401684 0.117248
"106" "Beach" 3.58141 0.891146680191412 0.501087 0.174939
"107" "Beach" 3.57839 0.843703127990514 0.51903 0.136176
"108" "Beach" 3.57691 0.76353454394412 0.816912 0.162231
"109" "Beach" 3.57671 0.902087772250375 0.42675 0.092242
"110" "Beach" 3.56738 0.91682177547108 0.327612 0.215624
"111" "Beach" 3.56571 0.725449523514626 0.820592 0.167377
"112" "Beach" 3.56486 0.941441805628429 0.254907 0.321817
"113" "Beach" 3.56407 0.884605969369706 0.432505 0.104824
"114" "Beach" 3.56387 0.885101328659882 0.482627 0.122217
"115" "Beach" 3.56352 0.747272296967524 0.807436 0.180557
"116" "Beach" 3.56159 0.87524544503243 0.419265 0.11372
"117" "Beach" 3.56075 0.733397255764321 0.812974 0.122943
"118" "Beach" 3.55618 0.848512524937032 0.565152 0.099104
"119" "Beach" 3.55568 0.888725641690114 0.506709 0.120977
"120" "Beach" 3.55404 0.884028524312385 0.426166 0.118761
"121" "Beach" 3.55288 0.938836777070402 0.316585 0.293101
"122" "Beach" 3.55239 0.704777814701349 0.836278 0.220767
"123" "Beach" 3.55005 0.769041944833815 0.818551 0.154499
"124" "Beach" 3.54951 0.873904210317208 0.428262 0.174675
"125" "Beach" 3.5467 0.865228678686807 0.506873 0.126375
"126" "Beach" 3.54385 0.896714938978036 0.441496 0.144039
"127" "Beach" 3.53606 0.88268439183768 0.538871 0.083898
"128" "Beach" 3.53149 0.733946189625128 0.809589 0.188594
"129" "Beach" 3.52995 0.88596586703283 0.511229 0.106641
"130" "Beach" 3.51892 0.832593578785994 0.120568 0.282964
"131" "Wreck" 4.7579 0.63177484544282 0.325995 0.423303
"132" "Wreck" 4.62502 0.814498082452839 0.098371 0.717946
"133" "Wreck" 4.52885 0.854211145012154 0.047439 0.709031
"134" "Wreck" 4.49403 0.796614255554154 0.656841 0.186156
"135" "Wreck" 4.4849 0.874726280835367 0.083805 0.692668
"136" "Wreck" 4.45193 0.659065343570591 0.599011 0.253254
"137" "Wreck" 4.44649 0.81381540674735 0.735035 0.129496
"138" "Wreck" 4.44374 0.844060698722401 0.615046 0.215556
"139" "Wreck" 4.44334 0.69396436413772 0.761625 0.139585
"140" "Wreck" 4.43213 0.825910552123619 0.100801 0.713415
"141" "Wreck" 4.41822 0.738416713995103 0.732251 0.170878
"142" "Wreck" 4.41149 0.838909642838049 0.041347 0.660363
"143" "Wreck" 4.3954 0.830019867593329 0.093815 0.705523
"144" "Wreck" 4.39178 0.836511140800664 0.10476 0.648868
"145" "Wreck" 4.35559 0.779958596216913 0.695569 0.154524
"146" "Wreck" 4.3554 0.858737734803613 0.037504 0.687475
"147" "Wreck" 4.35386 0.896365435911655 0.065576 0.676102
"148" "Wreck" 4.35224 0.871501475576347 0.66486 0.188347
"149" "Wreck" 4.32878 0.773911287330708 0.712034 0.155211
"150" "Wreck" 4.31379 0.866553078631003 0.611126 0.207918
"151" "Wreck" 4.28545 0.873584030459613 0.108394 0.713482
"152" "Wreck" 4.27524 0.821648030017761 0.646777 0.173896
"153" "Wreck" 4.27197 0.852093599033488 0.684853 0.192021
"154" "Wreck" 4.25342 0.767525034964239 0.778536 0.20951
"155" "Wreck" 4.24669 0.753502270568546 0.725669 0.137947
"156" "Wreck" 4.23524 0.867991461089203 0.667051 0.203974
"157" "Wreck" 4.23461 0.745998657054426 0.726051 0.166514
"158" "Wreck" 4.2342 0.790280521530104 0.72908 0.172234
"159" "Wreck" 4.22534 0.791410736138771 0.624334 0.198564
"160" "Wreck" 4.17919 0.743631116249561 0.740523 0.225007
"161" "Wreck" 4.17085 0.778508380683935 0.771867 0.174616
"162" "Wreck" 4.17079 0.77416403243556 0.741617 0.234327
"163" "Wreck" 4.16977 0.858105175026267 0.047125 0.683766
"164" "Wreck" 4.14754 0.852886607491444 0.710891 0.221719
"165" "Wreck" 4.14673 0.801290797338496 0.70585 0.195963
"166" "Wreck" 4.14469 0.762528318921301 0.747615 0.1483
"167" "Wreck" 4.13984 0.851386099372233 0.701303 0.212501
"168" "Wreck" 4.13418 0.755538325747135 0.766183 0.225815
"169" "Wreck" 4.13158 0.675746635266112 0.742218 0.22453
"170" "Wreck" 4.12797 0.498590358753227 0.688704 0.220269
"171" "Wreck" 4.12759 0.769365078408558 0.792044 0.183656
"172" "Wreck" 4.11143 0.775725395147194 0.791277 0.202258
"173" "Wreck" 4.11093 0.836894808460633 0.72263 0.19064
"174" "Wreck" 4.1105 0.524035894418098 0.621823 0.173045
"175" "Wreck" 4.1018 0.837234985774358 0.700395 0.230335
"176" "Wreck" 4.09849 0.765545542327878 0.775681 0.158504
"177" "Wreck" 4.09791 0.865244872343168 0.690202 0.204751
"178" "Wreck" 4.09664 0.702580929140026 0.742136 0.201452
"179" "Wreck" 4.09272 0.694700783259492 0.805677 0.173678
"180" "Wreck" 4.08896 0.856313159605988 0.691915 0.206089
"181" "Wreck" 4.0829 0.738769266291706 0.794078 0.19536
"182" "Wreck" 4.07655 0.797338144450775 0.752111 0.25661
"183" "Wreck" 4.07362 0.831617006811542 0.735985 0.262024
"184" "Wreck" 4.06851 0.828938370843298 0.735954 0.198994
"185" "Wreck" 4.06333 0.858889757417737 0.643546 0.314995
"186" "Wreck" 4.05969 0.792849659160258 0.775953 0.174456
"187" "Wreck" 4.05823 0.793923382802296 0.724632 0.190588
"188" "Wreck" 4.05741 0.740675718566022 0.792954 0.163747
"189" "Wreck" 4.05396 0.677700602531777 0.771719 0.173777
"190" "Wreck" 4.04539 0.857033024029857 0.713601 0.194601
"191" "Wreck" 4.03901 0.812243438222705 0.709329 0.225164
"192" "Wreck" 4.03697 0.790532359706198 0.666671 0.171066
"193" "Wreck" 4.02934 0.80463517512276 0.764136 0.207184
"194" "Wreck" 4.02822 0.733456433952359 0.795047 0.193356
"195" "Wreck" 4.02592 0.854650909434581 0.709532 0.186322
"196" "Wreck" 4.02374 0.812080047492106 0.70414 0.273616
"197" "Wreck" 4.0218 0.769085157423259 0.77648 0.255889
"198" "Wreck" 4.02095 0.736074541155583 0.778003 0.207629
"199" "Wreck" 4.01761 0.822361747221177 0.731162 0.191964
"200" "Wreck" 4.01537 0.771248236898419 0.787688 0.151048
"201" "Wreck" 4.01374 0.669280477230861 0.783797 0.190058
"202" "Wreck" 4.01091 0.640601977216186 0.760048 0.09868
"203" "Wreck" 4.01068 0.78100930851101 0.777787 0.21808
"204" "Wreck" 4.00649 0.719201152264734 0.760954 0.165242
"205" "Wreck" 4.00138 0.844710897857786 0.726868 0.128704
"206" "Wreck" 4.00128 0.826898230594723 0.750885 0.198212
"207" "Wreck" 4.00063 0.746880354144792 0.716585 0.202878
"208" "Wreck" 3.9995 0.739876533786685 0.785679 0.160797
"209" "Wreck" 3.99593 0.655429878406276 0.832422 0.246879
"210" "Wreck" 3.99584 0.819097247814568 0.725125 0.196656
"211" "Wreck" 3.99542 0.814844122904168 0.760166 0.193555
"212" "Wreck" 3.99005 0.825899284815962 0.758693 0.155082
"213" "Wreck" 3.98873 0.759594697248429 0.769971 0.212279
"214" "Wreck" 3.9869 0.786831013312618 0.706019 0.233181
"215" "Wreck" 3.98413 0.738535518079556 0.80176 0.168701
"216" "Wreck" 3.97335 0.527707057148308 0.80736 0.26298
"217" "Wreck" 3.9732 0.727162158953938 0.807042 0.21303
"218" "Wreck" 3.97232 0.776244054721037 0.798212 0.155333
"219" "Wreck" 3.97197 0.838909642838049 0.714324 0.236808
"220" "Wreck" 3.97187 0.803030250490447 0.703378 0.198597
"221" "Wreck" 3.96712 0.828483069646119 0.749112 0.16586
"222" "Wreck" 3.96416 0.65770261234817 0.73727 0.197573
"223" "Wreck" 3.96156 0.710005974725416 0.695385 0.243331
"224" "Wreck" 3.95897 0.718978051912267 0.756055 0.195946
"225" "Wreck" 3.95331 0.733227690980434 0.773413 0.186027
"226" "Wreck" 3.95299 0.78145989290498 0.74722 0.231045
"227" "Wreck" 3.95206 0.745503036767143 0.803196 0.166408
"228" "Wreck" 3.95159 0.824242390334198 0.741623 0.20763
"229" "Wreck" 3.95104 0.813621441048223 0.747569 0.222516
"230" "Wreck" 3.94966 0.725462886443084 0.80397 0.129567
"231" "Wreck" 3.94665 0.811598485067786 0.742451 0.242939
"232" "Wreck" 3.94595 0.750176781233571 0.810277 0.224975
"233" "Wreck" 3.94473 0.758820138491079 0.331231 0.025234
"234" "Wreck" 3.94154 0.809137231517248 0.745537 0.201475
"235" "Wreck" 3.93923 0.745585916943139 0.788547 0.170064
"236" "Wreck" 3.93644 0.742034576426088 0.818362 0.175603
"237" "Wreck" 3.93326 0.705157949535743 0.813152 0.180219
"238" "Wreck" 3.92989 0.73054809512489 0.815787 0.1777
"239" "Wreck" 3.92822 0.74425077378514 0.797516 0.203554
"240" "Wreck" 3.92649 0.868469240779807 0.41547 0.099617
"241" "Wreck" 3.92579 0.770522133995775 0.779898 0.18482
"242" "Wreck" 3.92434 0.797338144450775 0.77363 0.211569
"243" "Wreck" 3.92401 0.877240234279977 0.317484 0.060541
"244" "Wreck" 3.92201 0.813190902228511 0.762594 0.212595
"245" "Wreck" 3.92096 0.808085095453161 0.767302 0.210573
"246" "Wreck" 3.92011 0.710317570158086 0.815058 0.16605
"247" "Wreck" 3.91943 0.813640292738359 0.762771 0.138567
"248" "Wreck" 3.91917 0.710321154099972 0.809445 0.212843
"249" "Wreck" 3.91899 0.675512245167051 0.803151 0.121152
"250" "Wreck" 3.91837 0.819705175558913 0.762734 0.181042
"251" "Wreck" 3.918 0.798219084562795 0.767499 0.19793
"252" "Wreck" 3.91722 0.889066280797127 0.103222 0.099259
"253" "Wreck" 3.91287 0.811922107604562 0.73107 0.214906
"254" "Wreck" 3.91244 0.789519066458403 0.761996 0.201381
"255" "Wreck" 3.91143 0.888711603121231 0.390795 0.130161
"256" "Wreck" 3.90998 0.754385113936632 0.79193 0.153464
"257" "Wreck" 3.90907 0.837346513405159 0.751748 0.121291
"258" "Wreck" 3.90855 0.787909783947744 0.765368 0.206216
"259" "Wreck" 3.90594 0.691997611726604 0.755709 0.245691
"260" "Wreck" 3.90509 0.680377594596892 0.833224 0.175028
"261" "Wreck" 3.90477 0.709077208210772 0.808147 0.150621
"262" "Wreck" 3.9045 0.800399659289788 0.765118 0.213832
"263" "Wreck" 3.90427 0.794401717078924 0.780158 0.176635
"264" "Wreck" 3.90422 0.747474764253081 0.811742 0.119932
"265" "Wreck" 3.90362 0.639941844727607 0.812845 0.14532
"266" "Wreck" 3.90229 0.752156137344207 0.783868 0.227548
"267" "Wreck" 3.90194 0.799849002761073 0.774724 0.204676
"268" "Wreck" 3.90188 0.76977527035657 0.765712 0.162373
"269" "Wreck" 3.90175 0.529852357870936 0.775378 0.167386
"270" "Wreck" 3.90159 0.732839712180244 0.793177 0.182372
"271" "Wreck" 3.90045 0.700672618220733 0.797918 0.156993
"272" "Wreck" 3.89992 0.828781776400322 0.742234 0.201228
"273" "Wreck" 3.8997 0.76091734880314 0.790363 0.167081
"274" "Wreck" 3.89963 0.699977076126129 0.811972 0.193864
"275" "Wreck" 3.89778 0.680680154143257 0.798731 0.213527
"276" "Wreck" 3.89747 0.746724165977475 0.791498 0.154178
"277" "Wreck" 3.89416 0.650620703585728 0.806395 0.219736
"278" "Wreck" 3.89213 0.792349247661399 0.291015 0.083597
"279" "Wreck" 3.89212 0.795011530036454 0.739917 0.183133
"280" "Wreck" 3.89133 0.692829191297957 0.804134 0.150392
"281" "Wreck" 3.88847 0.749797113605482 0.80491 0.15861
"282" "Wreck" 3.88498 0.764933861323096 0.77078 0.160424
"283" "Wreck" 3.88462 0.811299278242846 0.741286 0.23619
"284" "Wreck" 3.88317 0.826116261524776 0.751678 0.198485
"285" "Wreck" 3.88261 0.797211448099181 0.780843 0.148169
"286" "Wreck" 3.88247 0.626508126708114 0.798384 0.167227
"287" "Wreck" 3.88221 0.772805834668983 0.758527 0.163817
"288" "Wreck" 3.88093 0.752842168345412 0.789656 0.232933
"289" "Wreck" 3.88086 0.810861750402488 0.734177 0.194462
"290" "Wreck" 3.88025 0.798376793646921 0.788776 0.149844
"291" "Wreck" 3.87958 0.803608265732121 0.770767 0.178234
"292" "Wreck" 3.87855 0.763214252579203 0.780405 0.203781
"293" "Wreck" 3.87783 0.742848980659307 0.784062 0.170159
"294" "Wreck" 3.87646 0.703240792738448 0.817741 0.237844
"295" "Wreck" 3.87619 0.718961327754366 0.81363 0.217299
"296" "Wreck" 3.87595 0.813274265741885 0.760807 0.174181
"297" "Wreck" 3.87566 0.743962368359314 0.785908 0.139489
"298" "Wreck" 3.87555 0.689545313065445 0.798087 0.170665
"299" "Wreck" 3.87365 0.69413152646554 0.822608 0.203804
"300" "Wreck" 3.87359 0.811742863832937 0.7687 0.178598
"301" "Wreck" 3.87304 0.763991210728954 0.788298 0.17202
"302" "Wreck" 3.86764 0.820281340765181 0.759626 0.176826
"303" "Wreck" 3.86705 0.759895093085303 0.79937 0.15245
"304" "Wreck" 3.86571 0.79830810239508 0.767682 0.170811
"305" "Wreck" 3.86534 0.659638643386345 0.789236 0.185809
"306" "Wreck" 3.86529 0.830933439442285 0.742864 0.191982
"307" "Wreck" 3.86523 0.769750184246464 0.785981 0.188193
"308" "Wreck" 3.86296 0.727054523485068 0.795815 0.179558
"309" "Wreck" 3.86273 0.666493400904053 0.803485 0.193404
"310" "Wreck" 3.86133 0.732971595240381 0.822972 0.148099
"311" "Wreck" 3.86074 0.694613629729698 0.814151 0.209697
"312" "Wreck" 3.86018 0.700509280246424 0.816817 0.16466
"313" "Wreck" 3.85999 0.711355592469154 0.806706 0.165917
"314" "Wreck" 3.85987 0.695461414894229 0.809979 0.116302
"315" "Wreck" 3.85905 0.689209502038112 0.795571 0.159679
"316" "Wreck" 3.85871 0.789890893981928 0.765883 0.18538
"317" "Wreck" 3.85824 0.791046659020631 0.799549 0.116118
"318" "Wreck" 3.85808 0.80258527808774 0.776719 0.147313
"319" "Wreck" 3.85791 0.745430539281383 0.806232 0.150188
"320" "Wreck" 3.85775 0.817418057997909 0.74 0.188542
"321" "Wreck" 3.85636 0.775632053463326 0.771257 0.197776
"322" "Wreck" 3.85575 0.786028479176636 0.799791 0.157779
"323" "Wreck" 3.85177 0.834162114372583 0.734981 0.210532
"324" "Wreck" 3.85043 0.74920556092699 0.8072 0.211159
"325" "Wreck" 3.84865 0.812307750140161 0.773907 0.164379
"326" "Wreck" 3.8486 0.815236655158015 0.724663 0.085658
"327" "Wreck" 3.84793 0.79681148424493 0.752331 0.240827
"328" "Wreck" 3.84754 0.721977437604611 0.831675 0.056476
"329" "Wreck" 3.8464 0.807536865833143 0.744839 0.209155
"330" "Wreck" 3.84601 0.863494754971772 0.418913 0.034048
"331" "Wreck" 3.84597 0.740978623916044 0.804816 0.174108
"332" "Wreck" 3.84484 0.730700201236434 0.797559 0.158361
"333" "Wreck" 3.84452 0.823255817248293 0.767496 0.153669
"334" "Wreck" 3.8443 0.694989294206748 0.813934 0.132009
"335" "Wreck" 3.84359 0.805375947539265 0.784601 0.154774
"336" "Wreck" 3.84285 0.791743054312606 0.782593 0.170039
"337" "Wreck" 3.84256 0.783344555912465 0.774172 0.200175
"338" "Wreck" 3.84143 0.705105359690605 0.840077 0.181133
"339" "Wreck" 3.8412 0.810581997275404 0.769335 0.218121
"340" "Wreck" 3.8395 0.78525986791946 0.74788 0.202602
"341" "Wreck" 3.8395 0.738126992047416 0.82331 0.240893
"342" "Wreck" 3.83787 0.883883476483184 0.328219 0.148308
"343" "Wreck" 3.83704 0.874011015195277 0.413296 0.155597
"344" "Wreck" 3.83687 0.932217081283617 0.173998 0.438464
"345" "Wreck" 3.83608 0.887436871511589 0.418456 0.054335
"346" "Wreck" 3.83481 0.717786132555691 0.830226 0.186901
"347" "Wreck" 3.83417 0.839790723354406 0.465784 0.100277
"348" "Wreck" 3.83399 0.748506348865262 0.785703 0.195201
"349" "Wreck" 3.83361 0.803027661302236 0.773411 0.196957
"350" "Wreck" 3.83353 0.733639977413309 0.812686 0.12612
"351" "Wreck" 3.8334 0.790130027385085 0.770743 0.171641
"352" "Wreck" 3.83236 0.791651252981995 0.776508 0.160414
"353" "Wreck" 3.83216 0.782638906984772 0.801553 0.114821
"354" "Wreck" 3.83113 0.732707900283375 0.815918 0.197677
"355" "Wreck" 3.8309 0.695090022159479 0.783555 0.170521
"356" "Wreck" 3.83082 0.811368707475815 0.739592 0.162966
"357" "Wreck" 3.82956 0.665738239352724 0.795336 0.172501
"358" "Wreck" 3.82911 0.902521194605338 0.266558 0.373497
"359" "Wreck" 3.82855 0.782957892819013 0.809635 0.144767
"360" "Wreck" 3.82854 0.799291821455211 0.75132 0.190422
"361" "Wreck" 3.82607 0.763174244493176 0.802814 0.222177
"362" "Wreck" 3.82577 0.814408940356778 0.761085 0.191849
"363" "Wreck" 3.82476 0.790263247342253 0.789708 0.165462
"364" "Wreck" 3.82465 0.805551005696984 0.763426 0.213722
"365" "Wreck" 3.82443 0.697374826764433 0.830451 0.139975
"366" "Wreck" 3.82434 0.674950395078018 0.850812 0.129254
"367" "Wreck" 3.82092 0.740300144469476 0.793436 0.160868
"368" "Wreck" 3.81951 0.689180039617185 0.816921 0.120538
"369" "Wreck" 3.81941 0.73998388776624 0.791676 0.222788
"370" "Wreck" 3.81861 0.844527124569299 0.733253 0.121072
"371" "Wreck" 3.81829 0.750326697713882 0.785279 0.198411
"372" "Wreck" 3.81751 0.797100005254922 0.778911 0.138169
"373" "Wreck" 3.81744 0.781880186729374 0.783598 0.133209
"374" "Wreck" 3.81596 0.776253409482268 0.742625 0.218966
"375" "Wreck" 3.8127 0.758850725769971 0.768348 0.171389
"376" "Wreck" 3.81153 0.780238688116886 0.784819 0.175087
"377" "Wreck" 3.8114 0.770231809572889 0.801781 0.183436
"378" "Wreck" 3.80985 0.758446834967764 0.808885 0.143684
"379" "Wreck" 3.8097 0.755738955534008 0.752649 0.190246
"380" "Wreck" 3.80865 0.781784605859522 0.797517 0.170101
"381" "Wreck" 3.80822 0.652993910569595 0.811993 0.159635
"382" "Wreck" 3.80742 0.694181698724288 0.827897 0.118897
"383" "Wreck" 3.80736 0.874328323020406 0.405311 0.096996
"384" "Wreck" 3.80651 0.806763864081578 0.779519 0.170201
"385" "Wreck" 3.80625 0.777479465264878 0.800659 0.177107
"386" "Wreck" 3.80619 0.776723922176023 0.799381 0.171848
"387" "Wreck" 3.80197 0.816496580927726 0.747953 0.25299
"388" "Wreck" 3.80138 0.73113950175502 0.810504 0.174951
"389" "Wreck" 3.80132 0.785269552442522 0.791476 0.224505
"390" "Wreck" 3.80092 0.758959996253895 0.814887 0.151895
"391" "Wreck" 3.80086 0.724757570635846 0.80691 0.231924
"392" "Wreck" 3.79973 0.729036114759213 0.816849 0.135995
"393" "Wreck" 3.7996 0.700153770653908 0.833086 0.190202
"394" "Wreck" 3.7988 0.708184040267829 0.829234 0.147377
"395" "Wreck" 3.79609 0.726442296026817 0.820188 0.141099
"396" "Wreck" 3.79109 0.689350319109953 0.815641 0.143988
"397" "Wreck" 3.79053 0.740097369174378 0.809055 0.163641
"398" "Wreck" 3.78881 0.741214700299362 0.810875 0.19653
"399" "Wreck" 3.78537 0.732255952254113 0.791273 0.18513
"400" "Wreck" 3.78397 0.736811449646109 0.825258 0.172773
"401" "Wreck" 3.78251 0.705400014474667 0.832818 0.190721
"402" "Wreck" 3.78183 0.790663311885837 0.770795 0.218906
"403" "Wreck" 3.78122 0.792864611393792 0.796101 0.157786
"404" "Wreck" 3.77956 0.781863457546452 0.787879 0.236995
"405" "Wreck" 3.77883 0.872492732056752 0.353926 0.160199
"406" "Wreck" 3.77742 0.755094488336755 0.756875 0.19819
"407" "Wreck" 3.77572 0.704604593224228 0.843218 0.181914
"408" "Wreck" 3.77557 0.751251406332211 0.804704 0.172091
"409" "Wreck" 3.77442 0.788855516137 0.770243 0.163341
"410" "Wreck" 3.77328 0.765348210187172 0.772255 0.170981
"411" "Wreck" 3.76973 0.762187151843558 0.810416 0.172115
"412" "Wreck" 3.76962 0.71771587791336 0.8301 0.143466
"413" "Wreck" 3.76301 0.78196384875458 0.793231 0.148707
"414" "Wreck" 3.75556 0.892554789902275 0.355549 0.055602
"415" "Wreck" 3.7551 0.710029240671274 0.822451 0.189386
"416" "Wreck" 3.75355 0.796690095409576 0.37685 0.200369
"417" "Wreck" 3.75175 0.69926137571658 0.795558 0.184299
"418" "Wreck" 3.75092 0.674144707425248 0.832747 0.161249
"419" "Wreck" 3.74937 0.948031276750332 0.20783 0.275934
"420" "Wreck" 3.74742 0.731012511338682 0.8172 0.21611
"421" "Wreck" 3.74468 0.791143201936702 0.775069 0.172125
"422" "Wreck" 3.74398 0.758783001767266 0.808092 0.105875
"423" "Wreck" 3.74379 0.58966733335869 0.225504 0.180996
"424" "Wreck" 3.74336 0.800097297747469 0.768983 0.196827
"425" "Wreck" 3.74325 0.71262244573658 0.82028 0.101788
"426" "Wreck" 3.741 0.787472371893449 0.786617 0.211564
