"site" "replicate" "location" "wavenumber" "intensity" "id"
"4951" "Beach" "02" "Inside" 701.47684 0.62564 3
"4952" "Beach" "02" "Inside" 699.43766 0.62697 3
"4953" "Beach" "02" "Inside" 697.39848 0.62827 3
"4954" "Beach" "02" "Inside" 695.35931 0.62949 3
"4955" "Beach" "02" "Inside" 693.32013 0.63055 3
"4956" "Beach" "02" "Inside" 691.28095 0.63127 3
"4957" "Beach" "02" "Inside" 689.24178 0.63159 3
"4958" "Beach" "02" "Inside" 687.2026 0.63166 3
"4959" "Beach" "02" "Inside" 685.16342 0.63176 3
"4960" "Beach" "02" "Inside" 683.12425 0.6321 3
"4961" "Beach" "02" "Inside" 681.08507 0.63274 3
"4962" "Beach" "02" "Inside" 679.04589 0.6338 3
"4963" "Beach" "02" "Inside" 677.00672 0.63555 3
"4964" "Beach" "02" "Inside" 674.96754 0.63737 3
"4965" "Beach" "02" "Inside" 672.92836 0.63782 3
"4966" "Beach" "02" "Inside" 670.88918 0.63597 3
"4967" "Beach" "02" "Inside" 668.85001 0.6334 3
"4968" "Beach" "02" "Inside" 666.81083 0.63456 3
"4969" "Beach" "02" "Inside" 664.77165 0.63936 3
"4970" "Beach" "02" "Inside" 662.73248 0.64323 3
"4971" "Beach" "02" "Inside" 660.6933 0.64517 3
"4972" "Beach" "02" "Inside" 658.65412 0.64621 3
"4973" "Beach" "02" "Inside" 656.61495 0.64686 3
"4974" "Beach" "02" "Inside" 654.57577 0.64787 3
"4975" "Beach" "02" "Inside" 652.53659 0.64897 3
"4976" "Beach" "02" "Inside" 650.49742 0.6493 3
"4977" "Beach" "02" "Inside" 648.45824 0.64949 3
"4978" "Beach" "02" "Inside" 646.41906 0.6499 3
"4979" "Beach" "02" "Inside" 644.37989 0.64921 3
"4980" "Beach" "02" "Inside" 642.34071 0.64823 3
"4981" "Beach" "02" "Inside" 640.30153 0.64902 3
"4982" "Beach" "02" "Inside" 638.26236 0.64963 3
"4983" "Beach" "02" "Inside" 636.22318 0.64799 3
"4984" "Beach" "02" "Inside" 634.184 0.64625 3
"4985" "Beach" "02" "Inside" 632.14482 0.64498 3
"4986" "Beach" "02" "Inside" 630.10565 0.64236 3
"4987" "Beach" "02" "Inside" 628.06647 0.64057 3
"4988" "Beach" "02" "Inside" 626.02729 0.63785 3
"4989" "Beach" "02" "Inside" 623.98812 0.63975 3
"4990" "Beach" "02" "Inside" 621.94894 0.64161 3
"4991" "Beach" "02" "Inside" 619.90976 0.63422 3
"4992" "Beach" "02" "Inside" 617.87059 0.62305 3
"4993" "Beach" "02" "Inside" 615.83141 0.62338 3
"4994" "Beach" "02" "Inside" 613.79223 0.63357 3
"4995" "Beach" "02" "Inside" 611.75306 0.63871 3
"4996" "Beach" "02" "Inside" 609.71388 0.63573 3
"4997" "Beach" "02" "Inside" 607.6747 0.62947 3
"4998" "Beach" "02" "Inside" 605.63553 0.62181 3
"4999" "Beach" "02" "Inside" 603.59635 0.61698 3
"5000" "Beach" "02" "Inside" 601.55717 0.62052 3
"5001" "Beach" "02" "Inside" 599.51799 0.63748 3
"5002" "Beach" "02" "Outside" 3996.78663 0.91553 4
"5003" "Beach" "02" "Outside" 3994.74746 0.91553 4
"5004" "Beach" "02" "Outside" 3992.70828 0.91553 4
"5005" "Beach" "02" "Outside" 3990.6691 0.91553 4
"5006" "Beach" "02" "Outside" 3988.62992 0.91553 4
"5007" "Beach" "02" "Outside" 3986.59075 0.91553 4
"5008" "Beach" "02" "Outside" 3984.55157 0.91553 4
"5009" "Beach" "02" "Outside" 3982.51239 0.91553 4
"5010" "Beach" "02" "Outside" 3980.47322 0.91553 4
"5011" "Beach" "02" "Outside" 3978.43404 0.91553 4
"5012" "Beach" "02" "Outside" 3976.39486 0.91553 4
"5013" "Beach" "02" "Outside" 3974.35569 0.91575 4
"5014" "Beach" "02" "Outside" 3972.31651 0.91596 4
"5015" "Beach" "02" "Outside" 3970.27733 0.91615 4
"5016" "Beach" "02" "Outside" 3968.23816 0.91633 4
"5017" "Beach" "02" "Outside" 3966.19898 0.91646 4
"5018" "Beach" "02" "Outside" 3964.1598 0.91653 4
"5019" "Beach" "02" "Outside" 3962.12063 0.91661 4
"5020" "Beach" "02" "Outside" 3960.08145 0.91674 4
"5021" "Beach" "02" "Outside" 3958.04227 0.91686 4
"5022" "Beach" "02" "Outside" 3956.00309 0.91696 4
"5023" "Beach" "02" "Outside" 3953.96392 0.91703 4
"5024" "Beach" "02" "Outside" 3951.92474 0.91708 4
"5025" "Beach" "02" "Outside" 3949.88556 0.91715 4
"5026" "Beach" "02" "Outside" 3947.84639 0.91721 4
"5027" "Beach" "02" "Outside" 3945.80721 0.91727 4
"5028" "Beach" "02" "Outside" 3943.76803 0.91739 4
"5029" "Beach" "02" "Outside" 3941.72886 0.91756 4
"5030" "Beach" "02" "Outside" 3939.68968 0.91771 4
"5031" "Beach" "02" "Outside" 3937.6505 0.91787 4
"5032" "Beach" "02" "Outside" 3935.61133 0.91805 4
"5033" "Beach" "02" "Outside" 3933.57215 0.91823 4
"5034" "Beach" "02" "Outside" 3931.53297 0.91838 4
"5035" "Beach" "02" "Outside" 3929.4938 0.91855 4
"5036" "Beach" "02" "Outside" 3927.45462 0.91872 4
"5037" "Beach" "02" "Outside" 3925.41544 0.91885 4
"5038" "Beach" "02" "Outside" 3923.37627 0.91897 4
"5039" "Beach" "02" "Outside" 3921.33709 0.91911 4
"5040" "Beach" "02" "Outside" 3919.29791 0.91929 4
"5041" "Beach" "02" "Outside" 3917.25873 0.91951 4
"5042" "Beach" "02" "Outside" 3915.21956 0.91968 4
"5043" "Beach" "02" "Outside" 3913.18038 0.91977 4
"5044" "Beach" "02" "Outside" 3911.1412 0.91995 4
"5045" "Beach" "02" "Outside" 3909.10203 0.92016 4
"5046" "Beach" "02" "Outside" 3907.06285 0.92028 4
"5047" "Beach" "02" "Outside" 3905.02367 0.92042 4
"5048" "Beach" "02" "Outside" 3902.9845 0.92062 4
"5049" "Beach" "02" "Outside" 3900.94532 0.92077 4
"5050" "Beach" "02" "Outside" 3898.90614 0.92095 4
"5051" "Beach" "02" "Outside" 3896.86697 0.92113 4
"5052" "Beach" "02" "Outside" 3894.82779 0.92129 4
"5053" "Beach" "02" "Outside" 3892.78861 0.92141 4
"5054" "Beach" "02" "Outside" 3890.74944 0.9215 4
"5055" "Beach" "02" "Outside" 3888.71026 0.9216 4
"5056" "Beach" "02" "Outside" 3886.67108 0.92165 4
"5057" "Beach" "02" "Outside" 3884.63191 0.92163 4
"5058" "Beach" "02" "Outside" 3882.59273 0.92168 4
"5059" "Beach" "02" "Outside" 3880.55355 0.92177 4
"5060" "Beach" "02" "Outside" 3878.51437 0.92188 4
"5061" "Beach" "02" "Outside" 3876.4752 0.92188 4
"5062" "Beach" "02" "Outside" 3874.43602 0.92172 4
"5063" "Beach" "02" "Outside" 3872.39684 0.92167 4
"5064" "Beach" "02" "Outside" 3870.35767 0.92185 4
"5065" "Beach" "02" "Outside" 3868.31849 0.92202 4
"5066" "Beach" "02" "Outside" 3866.27931 0.92211 4
"5067" "Beach" "02" "Outside" 3864.24014 0.92225 4
"5068" "Beach" "02" "Outside" 3862.20096 0.92239 4
"5069" "Beach" "02" "Outside" 3860.16178 0.92249 4
"5070" "Beach" "02" "Outside" 3858.12261 0.92264 4
"5071" "Beach" "02" "Outside" 3856.08343 0.92277 4
"5072" "Beach" "02" "Outside" 3854.04425 0.92283 4
"5073" "Beach" "02" "Outside" 3852.00508 0.9229 4
"5074" "Beach" "02" "Outside" 3849.9659 0.92297 4
"5075" "Beach" "02" "Outside" 3847.92672 0.92308 4
"5076" "Beach" "02" "Outside" 3845.88754 0.92318 4
"5077" "Beach" "02" "Outside" 3843.84837 0.92324 4
"5078" "Beach" "02" "Outside" 3841.80919 0.9233 4
"5079" "Beach" "02" "Outside" 3839.77001 0.92337 4
"5080" "Beach" "02" "Outside" 3837.73084 0.92331 4
"5081" "Beach" "02" "Outside" 3835.69166 0.92318 4
"5082" "Beach" "02" "Outside" 3833.65248 0.92323 4
"5083" "Beach" "02" "Outside" 3831.61331 0.92346 4
"5084" "Beach" "02" "Outside" 3829.57413 0.92364 4
"5085" "Beach" "02" "Outside" 3827.53495 0.92372 4
"5086" "Beach" "02" "Outside" 3825.49578 0.92378 4
"5087" "Beach" "02" "Outside" 3823.4566 0.92375 4
"5088" "Beach" "02" "Outside" 3821.41742 0.92371 4
"5089" "Beach" "02" "Outside" 3819.37825 0.92372 4
"5090" "Beach" "02" "Outside" 3817.33907 0.92376 4
"5091" "Beach" "02" "Outside" 3815.29989 0.92381 4
"5092" "Beach" "02" "Outside" 3813.26072 0.92387 4
"5093" "Beach" "02" "Outside" 3811.22154 0.92396 4
"5094" "Beach" "02" "Outside" 3809.18236 0.92406 4
"5095" "Beach" "02" "Outside" 3807.14318 0.92415 4
"5096" "Beach" "02" "Outside" 3805.10401 0.92421 4
"5097" "Beach" "02" "Outside" 3803.06483 0.92424 4
"5098" "Beach" "02" "Outside" 3801.02565 0.92423 4
"5099" "Beach" "02" "Outside" 3798.98648 0.9243 4
"5100" "Beach" "02" "Outside" 3796.9473 0.92438 4
"5101" "Beach" "02" "Outside" 3794.90812 0.92451 4
"5102" "Beach" "02" "Outside" 3792.86895 0.92464 4
"5103" "Beach" "02" "Outside" 3790.82977 0.92466 4
"5104" "Beach" "02" "Outside" 3788.79059 0.92466 4
"5105" "Beach" "02" "Outside" 3786.75142 0.92471 4
"5106" "Beach" "02" "Outside" 3784.71224 0.92473 4
"5107" "Beach" "02" "Outside" 3782.67306 0.92465 4
"5108" "Beach" "02" "Outside" 3780.63389 0.92459 4
"5109" "Beach" "02" "Outside" 3778.59471 0.92462 4
"5110" "Beach" "02" "Outside" 3776.55553 0.92467 4
"5111" "Beach" "02" "Outside" 3774.51636 0.9247 4
"5112" "Beach" "02" "Outside" 3772.47718 0.92471 4
"5113" "Beach" "02" "Outside" 3770.438 0.92478 4
"5114" "Beach" "02" "Outside" 3768.39882 0.92487 4
"5115" "Beach" "02" "Outside" 3766.35965 0.92481 4
"5116" "Beach" "02" "Outside" 3764.32047 0.92476 4
"5117" "Beach" "02" "Outside" 3762.28129 0.92485 4
"5118" "Beach" "02" "Outside" 3760.24212 0.92492 4
"5119" "Beach" "02" "Outside" 3758.20294 0.92491 4
"5120" "Beach" "02" "Outside" 3756.16376 0.9249 4
"5121" "Beach" "02" "Outside" 3754.12459 0.92492 4
"5122" "Beach" "02" "Outside" 3752.08541 0.92502 4
"5123" "Beach" "02" "Outside" 3750.04623 0.92517 4
"5124" "Beach" "02" "Outside" 3748.00706 0.92529 4
"5125" "Beach" "02" "Outside" 3745.96788 0.92535 4
"5126" "Beach" "02" "Outside" 3743.9287 0.92538 4
"5127" "Beach" "02" "Outside" 3741.88953 0.92536 4
"5128" "Beach" "02" "Outside" 3739.85035 0.92536 4
"5129" "Beach" "02" "Outside" 3737.81117 0.92544 4
"5130" "Beach" "02" "Outside" 3735.77199 0.92546 4
"5131" "Beach" "02" "Outside" 3733.73282 0.9253 4
"5132" "Beach" "02" "Outside" 3731.69364 0.9251 4
"5133" "Beach" "02" "Outside" 3729.65446 0.92502 4
"5134" "Beach" "02" "Outside" 3727.61529 0.92488 4
"5135" "Beach" "02" "Outside" 3725.57611 0.92459 4
"5136" "Beach" "02" "Outside" 3723.53693 0.92434 4
"5137" "Beach" "02" "Outside" 3721.49776 0.92413 4
"5138" "Beach" "02" "Outside" 3719.45858 0.92374 4
"5139" "Beach" "02" "Outside" 3717.4194 0.9232 4
"5140" "Beach" "02" "Outside" 3715.38023 0.92263 4
"5141" "Beach" "02" "Outside" 3713.34105 0.92199 4
"5142" "Beach" "02" "Outside" 3711.30187 0.92116 4
"5143" "Beach" "02" "Outside" 3709.2627 0.92021 4
"5144" "Beach" "02" "Outside" 3707.22352 0.91927 4
"5145" "Beach" "02" "Outside" 3705.18434 0.91838 4
"5146" "Beach" "02" "Outside" 3703.14517 0.91755 4
"5147" "Beach" "02" "Outside" 3701.10599 0.91678 4
"5148" "Beach" "02" "Outside" 3699.06681 0.91608 4
"5149" "Beach" "02" "Outside" 3697.02763 0.91541 4
"5150" "Beach" "02" "Outside" 3694.98846 0.91486 4
"5151" "Beach" "02" "Outside" 3692.94928 0.91443 4
"5152" "Beach" "02" "Outside" 3690.9101 0.91413 4
"5153" "Beach" "02" "Outside" 3688.87093 0.91412 4
"5154" "Beach" "02" "Outside" 3686.83175 0.91433 4
"5155" "Beach" "02" "Outside" 3684.79257 0.91459 4
"5156" "Beach" "02" "Outside" 3682.7534 0.91491 4
"5157" "Beach" "02" "Outside" 3680.71422 0.91529 4
"5158" "Beach" "02" "Outside" 3678.67504 0.91558 4
"5159" "Beach" "02" "Outside" 3676.63587 0.91576 4
"5160" "Beach" "02" "Outside" 3674.59669 0.91584 4
"5161" "Beach" "02" "Outside" 3672.55751 0.9157 4
"5162" "Beach" "02" "Outside" 3670.51834 0.91536 4
"5163" "Beach" "02" "Outside" 3668.47916 0.91514 4
"5164" "Beach" "02" "Outside" 3666.43998 0.91502 4
"5165" "Beach" "02" "Outside" 3664.4008 0.91483 4
"5166" "Beach" "02" "Outside" 3662.36163 0.91454 4
"5167" "Beach" "02" "Outside" 3660.32245 0.91424 4
"5168" "Beach" "02" "Outside" 3658.28327 0.91391 4
"5169" "Beach" "02" "Outside" 3656.2441 0.91358 4
"5170" "Beach" "02" "Outside" 3654.20492 0.91332 4
"5171" "Beach" "02" "Outside" 3652.16574 0.91297 4
"5172" "Beach" "02" "Outside" 3650.12657 0.91255 4
"5173" "Beach" "02" "Outside" 3648.08739 0.91239 4
"5174" "Beach" "02" "Outside" 3646.04821 0.91234 4
"5175" "Beach" "02" "Outside" 3644.00904 0.91215 4
"5176" "Beach" "02" "Outside" 3641.96986 0.9118 4
"5177" "Beach" "02" "Outside" 3639.93068 0.91138 4
"5178" "Beach" "02" "Outside" 3637.89151 0.91097 4
"5179" "Beach" "02" "Outside" 3635.85233 0.91055 4
"5180" "Beach" "02" "Outside" 3633.81315 0.91004 4
"5181" "Beach" "02" "Outside" 3631.77398 0.90943 4
"5182" "Beach" "02" "Outside" 3629.7348 0.90885 4
"5183" "Beach" "02" "Outside" 3627.69562 0.90845 4
"5184" "Beach" "02" "Outside" 3625.65644 0.90815 4
"5185" "Beach" "02" "Outside" 3623.61727 0.90781 4
"5186" "Beach" "02" "Outside" 3621.57809 0.9075 4
"5187" "Beach" "02" "Outside" 3619.53891 0.90727 4
"5188" "Beach" "02" "Outside" 3617.49974 0.90705 4
"5189" "Beach" "02" "Outside" 3615.46056 0.90678 4
"5190" "Beach" "02" "Outside" 3613.42138 0.90654 4
"5191" "Beach" "02" "Outside" 3611.38221 0.90628 4
"5192" "Beach" "02" "Outside" 3609.34303 0.90598 4
"5193" "Beach" "02" "Outside" 3607.30385 0.90579 4
"5194" "Beach" "02" "Outside" 3605.26468 0.90561 4
"5195" "Beach" "02" "Outside" 3603.2255 0.90528 4
"5196" "Beach" "02" "Outside" 3601.18632 0.9049 4
"5197" "Beach" "02" "Outside" 3599.14715 0.90458 4
"5198" "Beach" "02" "Outside" 3597.10797 0.90434 4
"5199" "Beach" "02" "Outside" 3595.06879 0.90406 4
"5200" "Beach" "02" "Outside" 3593.02962 0.90376 4
"5201" "Beach" "02" "Outside" 3590.99044 0.90343 4
"5202" "Beach" "02" "Outside" 3588.95126 0.90302 4
"5203" "Beach" "02" "Outside" 3586.91208 0.90265 4
"5204" "Beach" "02" "Outside" 3584.87291 0.90235 4
"5205" "Beach" "02" "Outside" 3582.83373 0.902 4
"5206" "Beach" "02" "Outside" 3580.79455 0.90162 4
"5207" "Beach" "02" "Outside" 3578.75538 0.90126 4
"5208" "Beach" "02" "Outside" 3576.7162 0.90085 4
"5209" "Beach" "02" "Outside" 3574.67702 0.90041 4
"5210" "Beach" "02" "Outside" 3572.63785 0.9 4
"5211" "Beach" "02" "Outside" 3570.59867 0.89956 4
"5212" "Beach" "02" "Outside" 3568.55949 0.89905 4
"5213" "Beach" "02" "Outside" 3566.52032 0.89861 4
"5214" "Beach" "02" "Outside" 3564.48114 0.89824 4
"5215" "Beach" "02" "Outside" 3562.44196 0.89787 4
"5216" "Beach" "02" "Outside" 3560.40279 0.89753 4
"5217" "Beach" "02" "Outside" 3558.36361 0.89725 4
"5218" "Beach" "02" "Outside" 3556.32443 0.89699 4
"5219" "Beach" "02" "Outside" 3554.28525 0.89669 4
"5220" "Beach" "02" "Outside" 3552.24608 0.89631 4
"5221" "Beach" "02" "Outside" 3550.2069 0.89586 4
"5222" "Beach" "02" "Outside" 3548.16772 0.89538 4
"5223" "Beach" "02" "Outside" 3546.12855 0.89495 4
"5224" "Beach" "02" "Outside" 3544.08937 0.89451 4
"5225" "Beach" "02" "Outside" 3542.05019 0.89403 4
"5226" "Beach" "02" "Outside" 3540.01102 0.89355 4
"5227" "Beach" "02" "Outside" 3537.97184 0.89311 4
"5228" "Beach" "02" "Outside" 3535.93266 0.89269 4
"5229" "Beach" "02" "Outside" 3533.89349 0.89227 4
"5230" "Beach" "02" "Outside" 3531.85431 0.89187 4
"5231" "Beach" "02" "Outside" 3529.81513 0.89147 4
"5232" "Beach" "02" "Outside" 3527.77596 0.89105 4
"5233" "Beach" "02" "Outside" 3525.73678 0.89068 4
"5234" "Beach" "02" "Outside" 3523.6976 0.89037 4
"5235" "Beach" "02" "Outside" 3521.65843 0.89011 4
"5236" "Beach" "02" "Outside" 3519.61925 0.88985 4
"5237" "Beach" "02" "Outside" 3517.58007 0.88957 4
"5238" "Beach" "02" "Outside" 3515.54089 0.88928 4
"5239" "Beach" "02" "Outside" 3513.50172 0.88895 4
"5240" "Beach" "02" "Outside" 3511.46254 0.88857 4
"5241" "Beach" "02" "Outside" 3509.42336 0.88817 4
"5242" "Beach" "02" "Outside" 3507.38419 0.88777 4
"5243" "Beach" "02" "Outside" 3505.34501 0.88734 4
"5244" "Beach" "02" "Outside" 3503.30583 0.88685 4
"5245" "Beach" "02" "Outside" 3501.26666 0.88638 4
"5246" "Beach" "02" "Outside" 3499.22748 0.88593 4
"5247" "Beach" "02" "Outside" 3497.1883 0.88551 4
"5248" "Beach" "02" "Outside" 3495.14913 0.88511 4
"5249" "Beach" "02" "Outside" 3493.10995 0.88474 4
"5250" "Beach" "02" "Outside" 3491.07077 0.88436 4
"5251" "Beach" "02" "Outside" 3489.0316 0.884 4
"5252" "Beach" "02" "Outside" 3486.99242 0.88366 4
"5253" "Beach" "02" "Outside" 3484.95324 0.88332 4
"5254" "Beach" "02" "Outside" 3482.91407 0.883 4
"5255" "Beach" "02" "Outside" 3480.87489 0.88268 4
"5256" "Beach" "02" "Outside" 3478.83571 0.88233 4
"5257" "Beach" "02" "Outside" 3476.79653 0.88196 4
"5258" "Beach" "02" "Outside" 3474.75736 0.88158 4
"5259" "Beach" "02" "Outside" 3472.71818 0.8812 4
"5260" "Beach" "02" "Outside" 3470.679 0.88084 4
"5261" "Beach" "02" "Outside" 3468.63983 0.88048 4
"5262" "Beach" "02" "Outside" 3466.60065 0.88013 4
"5263" "Beach" "02" "Outside" 3464.56147 0.87974 4
"5264" "Beach" "02" "Outside" 3462.5223 0.87932 4
"5265" "Beach" "02" "Outside" 3460.48312 0.87892 4
"5266" "Beach" "02" "Outside" 3458.44394 0.87854 4
"5267" "Beach" "02" "Outside" 3456.40477 0.87816 4
"5268" "Beach" "02" "Outside" 3454.36559 0.87779 4
"5269" "Beach" "02" "Outside" 3452.32641 0.87741 4
"5270" "Beach" "02" "Outside" 3450.28724 0.87701 4
"5271" "Beach" "02" "Outside" 3448.24806 0.87659 4
"5272" "Beach" "02" "Outside" 3446.20888 0.87617 4
"5273" "Beach" "02" "Outside" 3444.1697 0.87574 4
"5274" "Beach" "02" "Outside" 3442.13053 0.8753 4
"5275" "Beach" "02" "Outside" 3440.09135 0.87486 4
"5276" "Beach" "02" "Outside" 3438.05217 0.87442 4
"5277" "Beach" "02" "Outside" 3436.013 0.87399 4
"5278" "Beach" "02" "Outside" 3433.97382 0.87359 4
"5279" "Beach" "02" "Outside" 3431.93464 0.87324 4
"5280" "Beach" "02" "Outside" 3429.89547 0.87293 4
"5281" "Beach" "02" "Outside" 3427.85629 0.87263 4
"5282" "Beach" "02" "Outside" 3425.81711 0.87234 4
"5283" "Beach" "02" "Outside" 3423.77794 0.87205 4
"5284" "Beach" "02" "Outside" 3421.73876 0.87177 4
"5285" "Beach" "02" "Outside" 3419.69958 0.87154 4
"5286" "Beach" "02" "Outside" 3417.66041 0.87129 4
"5287" "Beach" "02" "Outside" 3415.62123 0.87104 4
"5288" "Beach" "02" "Outside" 3413.58205 0.87078 4
"5289" "Beach" "02" "Outside" 3411.54288 0.87053 4
"5290" "Beach" "02" "Outside" 3409.5037 0.87029 4
"5291" "Beach" "02" "Outside" 3407.46452 0.87007 4
"5292" "Beach" "02" "Outside" 3405.42534 0.86986 4
"5293" "Beach" "02" "Outside" 3403.38617 0.86963 4
"5294" "Beach" "02" "Outside" 3401.34699 0.86939 4
"5295" "Beach" "02" "Outside" 3399.30781 0.86915 4
"5296" "Beach" "02" "Outside" 3397.26864 0.86896 4
"5297" "Beach" "02" "Outside" 3395.22946 0.8688 4
"5298" "Beach" "02" "Outside" 3393.19028 0.86865 4
"5299" "Beach" "02" "Outside" 3391.15111 0.86851 4
"5300" "Beach" "02" "Outside" 3389.11193 0.86837 4
"5301" "Beach" "02" "Outside" 3387.07275 0.8682 4
"5302" "Beach" "02" "Outside" 3385.03358 0.86801 4
"5303" "Beach" "02" "Outside" 3382.9944 0.86782 4
"5304" "Beach" "02" "Outside" 3380.95522 0.86766 4
"5305" "Beach" "02" "Outside" 3378.91605 0.86751 4
"5306" "Beach" "02" "Outside" 3376.87687 0.8673 4
"5307" "Beach" "02" "Outside" 3374.83769 0.86709 4
"5308" "Beach" "02" "Outside" 3372.79852 0.86693 4
"5309" "Beach" "02" "Outside" 3370.75934 0.86681 4
"5310" "Beach" "02" "Outside" 3368.72016 0.86672 4
"5311" "Beach" "02" "Outside" 3366.68098 0.8666 4
"5312" "Beach" "02" "Outside" 3364.64181 0.86647 4
"5313" "Beach" "02" "Outside" 3362.60263 0.86634 4
"5314" "Beach" "02" "Outside" 3360.56345 0.86626 4
"5315" "Beach" "02" "Outside" 3358.52428 0.86624 4
"5316" "Beach" "02" "Outside" 3356.4851 0.86626 4
"5317" "Beach" "02" "Outside" 3354.44592 0.8663 4
"5318" "Beach" "02" "Outside" 3352.40675 0.86634 4
"5319" "Beach" "02" "Outside" 3350.36757 0.8664 4
"5320" "Beach" "02" "Outside" 3348.32839 0.86645 4
"5321" "Beach" "02" "Outside" 3346.28922 0.86649 4
"5322" "Beach" "02" "Outside" 3344.25004 0.86653 4
"5323" "Beach" "02" "Outside" 3342.21086 0.8666 4
"5324" "Beach" "02" "Outside" 3340.17169 0.86668 4
"5325" "Beach" "02" "Outside" 3338.13251 0.86673 4
"5326" "Beach" "02" "Outside" 3336.09333 0.86677 4
"5327" "Beach" "02" "Outside" 3334.05415 0.86681 4
"5328" "Beach" "02" "Outside" 3332.01498 0.86685 4
"5329" "Beach" "02" "Outside" 3329.9758 0.86687 4
"5330" "Beach" "02" "Outside" 3327.93662 0.86685 4
"5331" "Beach" "02" "Outside" 3325.89745 0.86682 4
"5332" "Beach" "02" "Outside" 3323.85827 0.8668 4
"5333" "Beach" "02" "Outside" 3321.81909 0.86681 4
"5334" "Beach" "02" "Outside" 3319.77992 0.86683 4
"5335" "Beach" "02" "Outside" 3317.74074 0.86685 4
"5336" "Beach" "02" "Outside" 3315.70156 0.86686 4
"5337" "Beach" "02" "Outside" 3313.66239 0.86689 4
"5338" "Beach" "02" "Outside" 3311.62321 0.86693 4
"5339" "Beach" "02" "Outside" 3309.58403 0.86696 4
"5340" "Beach" "02" "Outside" 3307.54486 0.86698 4
"5341" "Beach" "02" "Outside" 3305.50568 0.86699 4
"5342" "Beach" "02" "Outside" 3303.4665 0.867 4
"5343" "Beach" "02" "Outside" 3301.42733 0.86702 4
"5344" "Beach" "02" "Outside" 3299.38815 0.86706 4
"5345" "Beach" "02" "Outside" 3297.34897 0.86713 4
"5346" "Beach" "02" "Outside" 3295.30979 0.8672 4
"5347" "Beach" "02" "Outside" 3293.27062 0.86729 4
"5348" "Beach" "02" "Outside" 3291.23144 0.86739 4
"5349" "Beach" "02" "Outside" 3289.19226 0.86752 4
"5350" "Beach" "02" "Outside" 3287.15309 0.86769 4
"5351" "Beach" "02" "Outside" 3285.11391 0.86787 4
"5352" "Beach" "02" "Outside" 3283.07473 0.86804 4
"5353" "Beach" "02" "Outside" 3281.03556 0.86819 4
"5354" "Beach" "02" "Outside" 3278.99638 0.86834 4
"5355" "Beach" "02" "Outside" 3276.9572 0.86849 4
"5356" "Beach" "02" "Outside" 3274.91803 0.86867 4
"5357" "Beach" "02" "Outside" 3272.87885 0.86884 4
"5358" "Beach" "02" "Outside" 3270.83967 0.869 4
"5359" "Beach" "02" "Outside" 3268.8005 0.86912 4
"5360" "Beach" "02" "Outside" 3266.76132 0.86923 4
"5361" "Beach" "02" "Outside" 3264.72214 0.86932 4
"5362" "Beach" "02" "Outside" 3262.68296 0.86944 4
"5363" "Beach" "02" "Outside" 3260.64379 0.86959 4
"5364" "Beach" "02" "Outside" 3258.60461 0.86978 4
"5365" "Beach" "02" "Outside" 3256.56543 0.86998 4
"5366" "Beach" "02" "Outside" 3254.52626 0.87017 4
"5367" "Beach" "02" "Outside" 3252.48708 0.87039 4
"5368" "Beach" "02" "Outside" 3250.4479 0.87064 4
"5369" "Beach" "02" "Outside" 3248.40873 0.87091 4
"5370" "Beach" "02" "Outside" 3246.36955 0.87118 4
"5371" "Beach" "02" "Outside" 3244.33037 0.87144 4
"5372" "Beach" "02" "Outside" 3242.2912 0.8717 4
"5373" "Beach" "02" "Outside" 3240.25202 0.87198 4
"5374" "Beach" "02" "Outside" 3238.21284 0.87227 4
"5375" "Beach" "02" "Outside" 3236.17367 0.87256 4
"5376" "Beach" "02" "Outside" 3234.13449 0.87285 4
"5377" "Beach" "02" "Outside" 3232.09531 0.87314 4
"5378" "Beach" "02" "Outside" 3230.05614 0.87344 4
"5379" "Beach" "02" "Outside" 3228.01696 0.87374 4
"5380" "Beach" "02" "Outside" 3225.97778 0.87406 4
"5381" "Beach" "02" "Outside" 3223.9386 0.87437 4
"5382" "Beach" "02" "Outside" 3221.89943 0.87467 4
"5383" "Beach" "02" "Outside" 3219.86025 0.87495 4
"5384" "Beach" "02" "Outside" 3217.82107 0.87523 4
"5385" "Beach" "02" "Outside" 3215.7819 0.87549 4
"5386" "Beach" "02" "Outside" 3213.74272 0.87575 4
"5387" "Beach" "02" "Outside" 3211.70354 0.87603 4
"5388" "Beach" "02" "Outside" 3209.66437 0.87632 4
"5389" "Beach" "02" "Outside" 3207.62519 0.87662 4
"5390" "Beach" "02" "Outside" 3205.58601 0.87691 4
"5391" "Beach" "02" "Outside" 3203.54684 0.87723 4
"5392" "Beach" "02" "Outside" 3201.50766 0.87755 4
"5393" "Beach" "02" "Outside" 3199.46848 0.87788 4
"5394" "Beach" "02" "Outside" 3197.42931 0.87821 4
"5395" "Beach" "02" "Outside" 3195.39013 0.87854 4
"5396" "Beach" "02" "Outside" 3193.35095 0.87889 4
"5397" "Beach" "02" "Outside" 3191.31178 0.87927 4
"5398" "Beach" "02" "Outside" 3189.2726 0.87966 4
"5399" "Beach" "02" "Outside" 3187.23342 0.88006 4
"5400" "Beach" "02" "Outside" 3185.19424 0.88044 4
"5401" "Beach" "02" "Outside" 3183.15507 0.88081 4
"5402" "Beach" "02" "Outside" 3181.11589 0.88116 4
